query_id,content_id,QuestionText,CorrectAnswerText,InCorrectAnswerText
24470_D,8303,tom purchased 8 kg of apples at the rate of 70 per kg and 9 kg of mangoes at the rate of 45 per kg . how much amount did he pay to the shopkeeper ?,c ) 965,d ) 1060
14522_B,5790,a batsman in his 12 th innings makes a score of 65 and thereby increases his average by 3 runs . what is his average after the 12 th innings if he had never been ‘ not out ’ ?,32,43
96299_D,26481,what is the units digit of ( 493 ) ( 915 ) ( 381 ) ( 756 ),4,5
36764_E,11416,a and b complete a work in 16 days . a alone can do it in 40 days . if both together can do the work in how many days ?,0.0875 days,0.0775 days
6316_B,3710,a batsman in his 17 th innings makes a score of 85 and their by increasing his average by 3 . what is his average after the 17 th innings ?,37,27
46690_D,13928,"two passenger trains start at the same hour in the day from two different stations and move towards each other at the rate of 16 kmph and 21 kmph respectively . when they meet , it is found that one train has traveled 60 km more than the other one . the distance between the two stations is ?",444,278
25490_E,8561,a person incurs 10 % loss by selling a watch for $ 100 . at what price should the watch be sold to earn 10 % profit ?,$ 122,$ 170
115962_D,31452,a powder tin has a square base with side 8 cm and height 14 cm . another tin has a circular base with diameter 8 cm and height 14 cm . the difference in their capacities is :,192 cm ³,236 cm ³
18587_B,6816,"mr yadav spends 60 % of his monthly salary on consumable items and 50 % of the remaining on clothes and transport . he saves the remaining amount . if his savings at the end of the year were 19008 , how much amount per month would he have spent on clothes and transport ?",1584,8076
29097_E,9475,"if a motorist had driven 1 hour longer on a certain day and at an average rate of 5 miles per hour faster , he would have covered 70 more miles than he actually did . how many more miles would he have covered than he actually did if he had driven 2 hours longer and at an average rate of 10 miles per hour faster on that day ?",150 miles,160
111656_D,30366,"if sharon ' s weekly salary increased by 16 percent , she would earn $ 406 per week . if instead , her weekly salary were to increase by 10 percent , how much would she earn per week ?",$ 385,$ 392
50879_A,14987,"a and b start a business , with a investing the total capital of rs . 25000 , on the condition that b pays a interest @ 10 % per annum on his half of the capital . a is a working partner and receives rs . 250 per month from the total profit and any profit remaining is equally shared by both of them . at the end of the year , it was found that the income of a is twice that of b . find the total profit for the year ?",e ) 11500,a ) 22500
110177_C,29992,how many positive integers less than 247 are multiple of 4 but not multiples of 6 ?,41,42
18187_C,6715,"two trains 141 meters and 165 meters in length respectively are running in opposite directions , one at the rate of 80 km and the other at the rate of 65 kmph . in what time will they be completely clear of each other from the moment they meet ?",7.59,7.12
113969_E,30949,if the cost price is 25 % of selling price . then what is the profit percent,300,129
45382_C,13595,| 13 - 3 | - | 4 - 10 | = ?,4,1
92824_E,25603,the mean of 50 observations was 36 . it was found later that an observation 29 was wrongly taken as 23 . the corrected new mean is :,36.12,36.18
16387_C,6261,a shopkeeper sells 20 % of his stock at 10 % profit ans sells the remaining at a loss of 5 % . he incurred an overall loss of rs . 300 . find the total worth of the stock ?,15000,20289
110710_B,30126,"the average age of applicants for a new job is 30 , with a standard deviation of 7 . the hiring manager is only willing to accept applications whose age is within one standard deviation of the average age . what is the maximum number of different ages of the applicants ?",15,14
48894_D,14484,"there are 8 stores in town that had a total of 21 visitors on a particular day . however , only 12 people went shopping that day ; some people visited more than one store . if 8 people visited exactly two stores each , and everyone visited at least one store , what is the largest number of stores anyone could have visited ?",2,5
108195_E,29490,how much greater is the combined area in square inches of the front and back of a rectangular sheet of paper measuring 11 inches by 11 inches than that of a rectangular sheet of paper measuring 5.5 inches by 11 inches ?,100 %,200 %
15339_B,5996,a number is said to be prime saturated if the product of all the different positive prime factors of d is less than the square root of d . what is the greatest two digit prime saturated integer ?,96,98
89392_A,24735,"with both valves open , the pool will be filled with water in 48 minutes . the first valve alone would fill the pool in 2 hours . if the second valve emits 50 cubic meters of water more than the first every minute , then what is the capacity q of the pool ?",12000 cubic meters,9000 cubic meters
109110_A,29723,"how many words , with or without meaning , can be formed using all letters of the word equation using each letter exactly once ?",40,38
44322_D,13327,a candidate who gets 40 % of the marks fails by 40 marks . but another candidate who gets 60 % marks gets 20 marks more than necessary for passing . find the number of marks for passing ?,160 marks,371 marks
104842_E,28642,"the dimensions of a field are 10 m by 10 m . a pit 10 m long , 5 m wide and 4 m deep is dug in one corner of the field and the earth removed has been evenly spread over the remaining area of the field . what will be the rise in the height of field as a result of this operation ?",4 m,1.5 m
78245_D,21917,what is the value of 3 x ^ 2 − 1.8 x + 0.3 for x = 0.3 ?,0.03,1.08
12748_C,5339,"what will be the cost of building a fence around a square plot with area equal to 36 sq ft , if the price per foot of building the fence is rs . 58 ?",1392,2999
80367_A,22453,"nicky and cristina are running a 300 meter race . since cristina is faster than nicky , she gives him a 12 second head start . if cristina runs at a pace of 5 meters per second and nicky runs at a pace of only 3 meters per second , how many seconds will nicky have run before cristina catches up to him ?",30,40
27015_D,8949,"an article is bought for rs . 575 and sold for rs . 675 , find the gain percent ?",17.39 %,38 1 / 3 %
90604_A,25042,"the arithmetic mean and standard deviation of a certain normal distribution are 16.5 and 1.5 , respectively . what value is exactly 2 standard deviations less than the mean ?",13.5,10.5
118548_D,32105,a shopkeeper has 280 kg of apples . he sells 40 % of these at 20 % profit and remaining 50 % at 30 % profit . find his % profit on total .,23 %,28 %
112152_E,30491,"if 625 ^ ( - x ) + 25 ^ ( - 2 x ) + 5 ^ ( - 4 x ) = 11 , what is the value of x ?",1 / 4,4
8708_E,4315,90 is increased by 50 % . find the final number .,135,160
42047_A,12752,"a man rows his boat 90 km downstream and 72 km upstream , taking 3 hours each time . find the speed of the stream ?",3,6
44676_C,13417,"the sum of the present ages of two persons a and b is 60 . if the age of a is twice that of b , find the sum of their ages 10 years hence ?",80,62
23899_B,8158,"the price ratio of oranges to lemons is 2 : 3 . the price ratio of grapefruits to lemons is 3 : 5 . what is the ratio , by price , of grapefruit to oranges ?",18 : 20,10 : 9
51065_D,15033,the jogging track in a sports complex is 1000 meters in circumference . deepak and his wife start from the same point and walk in opposite directions at 20 km / hr and 16 km / hr respectively . they will meet for the first time in ?,36 min,25 min
93409_E,25750,"if the perimeter of δ acd is 9 + 3 √ 3 , what is the perimeter of equilateral triangle δ abc ?",18,27
87007_A,24134,"a teacher grades students ’ tests by subtracting twice the number of incorrect responses from the number of correct responses . if student a answers each of the 100 questions on her test and receives a score of 64 , how many questions did student a answer correctly ?",88,55
19515_E,7050,what is the remainder when 1201 × 1202 × 1203 × 1207 is divided by 6 ?,0,4
44576_B,13392,"a man invests rs . 6,000 at the rate of 5 % per annum . how much more should he invest at the rate of 8 % , so that he can earn a total of 6 % per annum ?",rs . 3000,rs . 1300
87965_D,24374,a can do a work in 4 days . b can do the same work in 6 days . both a & b together will finish the work and they got $ 1000 from that work . find their shares ?,600,800
50493_C,14889,evaluate : 35 - 12 * 3 * 2 = ?,27,32
59614_B,17197,how many liters of water must be evaporated from 50 liters of a 1 - percent sugar solution to get a 10 - percent solution ?,45,40
52923_D,15503,two trains from opposite directions are to cross each other . the length of two trains are 100 meter and 200 meter respectively . the speed of first train is 100 km / hour and second train 200 km / hour . in how much time will they cross each other ?,3.6 second,5.5 second
63487_E,18180,a can do a piece of work in 4 days . b can do it in 15 days . with the assistance of c they completed the work in 24 days . find in how many days can c alone do it ?,0.391 days,0.301 days
30961_B,9949,find the area of a parallelogram with base 32 cm and height 18 cm ?,576 cm 2,384 cm 2
53887_E,15747,"equal amount of water were poured into two empty jars of different capacities , which made one jar 1 / 7 full and other jar 1 / 6 full . if the water in the jar with lesser capacity is then poured into the jar with greater capacity , what fraction of the larger jar will be filled with water ?",2 / 7,2 / 3
103023_D,28181,if a man lost 8 % by selling oranges at the rate of 18 a rupee at how many a rupee must he sell them to gain 45 % ?,11.42,9.56
46242_E,13813,"a circular ground whose diameter is 34 metres , has a 2 metre - broad garden around it . what is the area of the garden in square metres ?",226.3,226
106033_B,28943,"if a 2 - b 2 = 11 and a * b = 5 , find a 4 + b 4 .",171,181
73897_E,20817,"a train 240 m long , running with a speed of 108 km / hr will pass a tree in ?",8 sec,12 sec
15867_B,6130,"the number of stamps that p and q had were in the ratio of 9 : 2 respectively . after p gave q 33 stamps , the ratio of the number of p ' s stamps to the number of q ' s stamps was 6 : 5 . as a result of the gift , p had how many more stamps than q ?",11,33
40850_A,12450,"david works at a resort from the beginning of march to the end of september . during the month of august this past year , he made 4 times the average ( arithmetic mean ) of his monthly totals in tips for the other months . his total tips for august were what fraction of his total tips for all of the months he worked ?",2 / 5,3 / 5
65433_C,18670,compound interest of rs . 5000 at 10 % per annum for 1 1 / 2 years will be ( interest compounded half yearly ) .,rs . 788,rs . 495
97459_C,26775,"a certain list consists of 21 different numbers . if n is in the list and n is 4 times the average ( arithmetic mean ) of the other 20 numbers in the list , then n is what fraction u of the sum of the 21 numbers in the list ?",1 / 6,1 / 5
113629_C,30864,"an agent , gets a commission of 2.5 % on the sales of cloth . if on a certain day , he gets rs . 15 as commission , the cloth sold through him on that day is worth",600,887
70023_A,19837,a jogger running at 9 kmph along side a railway track is 250 metres ahead of the engine of a 120 metre long train running at 45 kmph in the same direction . in how much time will the train pass the jogger ?,37 sec,3.6 sec
81928_D,22846,the cost of 3 pens and 5 pencils is rs . 100 . also the cost of one pen and one pencil is in the ratio of 5 : 1 respectively . what is the cost of one dozen pens ?,rs . 300,rs . 150
93773_E,25842,"8 machines , each working at the same constant rate , together can complete a certain job in 24 days . how many additional machines , each working at the same constant rate , will be needed to complete the job in 16 days ?",4,8
69846_B,19792,a batsman makes a score of 87 runs in the 17 th inning and thus increases his average by 4 . find his average after 17 th inning .,23,39
8717_A,4318,a taxi company charges $ 1.25 for the first quarter of a mile and fifteen cents for each additional quarter of a mile . what is the maximum distance someone could travel with $ 4.90 ?,6 1 / 3 miles,4 miles
80036_E,22369,the radius of a semi circle is 6.7 cm then its perimeter is ?,34.45,32.15
53742_B,15711,"carina has 70 ounces of coffee divided into 5 - and 10 - ounce packages . if she has 2 more 5 - ounce packages than 10 - ounce packages , how many 10 - ounce packages does she have ?",4,3
83617_B,23275,"when positive integer n is divided by positive integer j , the remainder is 27 . if n / j = 204.09 , what is value of j ?",300,320
107876_A,29410,"cost is expressed by the formula tb ^ 4 . if b is doubled , the new cost is what percent of the original cost ?",1600,200
84771_B,23566,the average of first five prime numbers greater than 37 is ?,48.6,32.98
116771_C,31657,a man walking at a rate of 10 km / hr crosses a bridge in 18 minutes . the length of the bridge is ?,3000,1667
58080_C,16809,"if 3 ^ x * 4 ^ y = 19,683 and x – y = 9 , then x = ?",9,10
80441_D,22471,"ifaequals the sum of the even integers from 2 to 60 , inclusive , andbequals the sum of the odd integers from 1 to 59 , inclusive , what is the value of a - b ?",30,20
24962_B,8428,the contents of a certain box consist of 72 apples and 30 oranges . how many oranges must be added to the box so that exactly 30 % of the pieces of fruit in the box will be apples ?,138,78
6501_C,3757,"a store owner estimates that the average price of type a products will increase by 20 % next year and that the price of type b products will increase by 11 % next year . this year , the total amount paid for type a products was $ 3500 and the total price paid for type b products was $ 8600 . according to the store owner ' s estimate , and assuming the number of products purchased next year remains the same as that of this year , how much will be spent for both products next year ?",$ 13,$ 16
117465_D,31832,find the fraction which has the same ratio to 1 / 13 that 5 / 34 has to 7 / 48 .,120 / 1547,160 / 1547
105001_D,28683,"if a certain toy store ' s revenue in november was 3 / 5 of its revenue in december and its revenue in january was 1 / 3 of its revenue in november , then the store ' s revenue in december was how many times the average ( arithmetic mean ) of its revenues in november and january ?",5 / 2,15 / 4
55163_D,16070,"if 10 gallons of grape juice are added to 40 gallons of a mixture , which contains 30 percent grape juice then what percent of the resulting mixture is grape juice ?",48 %,34 %
4480_C,3247,"a train which has 440 m long , is running 45 kmph . in what time will it cross a person moving at 9 kmph in same direction ?",44 sec,36 sec
83751_E,23308,"a prize of $ 500 is to be distributed among 20 winners , each of whom must be awarded at least $ 20 . if 2 / 5 of the prize will be distributed to 3 / 5 of the winners , what is the greatest possible individual award ?",$ 160,$ 360
102984_D,28171,how many digits 2 ^ 1000 has ?,310,99
9050_A,4402,"the content of several smaller cylinders ( 3 meter diameter and 6 meter height ) were to be emptied into a larger cylinder ( 20 meter diameter and 10 meter height ) , how many smaller cylinders will fill up the larger cylinder ?",74,20
102942_C,28161,the percentage profit earned by selling an article for rs . 1920 is equal to the percentage loss incurred by selling the same article for rs . 1280 . at what price should the article be sold to make 35 % profit ?,2080,2299
42225_E,12796,"if a light flashes every 10 seconds , how many times will it flash in 2 / 3 of an hour ?",241,542
21134_A,7459,"while working alone at their respective constant rates , server g uploads 480 files in 4 hours and server y uploads 480 files in 8 hours . if all files uploaded by these servers are the same size , how long would it take the two servers , working at the same time and at their respective constant rates , to process a total of 480 files ?",2 hr 40 min,2 hr
45086_D,13520,a car takes 6 hours to cover a distance of 450 km . how much should the speed in kmph be maintained to cover the same direction in 3 / 2 th of the previous time ?,50,70
87494_C,24256,"if a is a positive integer , and if the units digit of a ^ 2 is 1 and the units digit of ( a + 1 ) ^ 2 is 0 , what is the units digit of ( a + 2 ) ^ 2 ?",1 .,5 .
58191_B,16837,how many ounces of a 60 % salt solution must be added to 50 ounces of a 20 percent salt solution so that the resulting mixture is 40 % salt ?,50,30
63924_E,18290,what is the sum of the first 30 odd natural numbers,900,700
10231_D,4700,the h . c . f . of two numbers is 60 and the other two factors of their l . c . m . are 11 and 15 . the larger of the two numbers is :,900,700
23348_C,8018,"suresh started a business , investing rs . 18000 . after 3 months and 4 months respectively , rohan and sudhir joined him with capitals of 12000 and 9000 . at the end of the year the total profit was rs . 3795 . what is the difference between rohan ’ s and sudhir ’ s share in the profit ?",s . 345,s . 352
50903_A,14993,a and b start walking towards each other at 7 am at speed of 12 kmph and 13 kmph . they were initially 25 km apart . at what time do they meet ?,8 am,8 pm
68852_B,19541,the present worth of rs . 1404 due in two equal half - yearly installments at 8 % per annum simple interest is :,rs . 1350,rs . 1300
73023_E,20597,( 565945 x 121 ) = ?,68479345,68463814
24542_E,8321,"to be considered for “ movie of the year , ” a film must appear in at least 1 / 4 of the top - 10 - movies lists submitted by the cinematic academy ’ s 795 members . what is the smallest number of top - 10 lists a film can appear on and still be considered for “ movie of the year ” ?",199,213
57167_B,16578,"a certain electric - company plan offers customers reduced rates for electricity used between 8 p . m . and 8 a . m . weekdays and 24 hours a day saturdays and sundays . under this plan , the reduced rates x apply to what fraction of a week ?",9 / 14,5 / 8
77812_E,21807,"the smallest number which when diminished by 15 , is divisible 10 , 15 , 25 , 30 and 35 is :",1055,1048
85492_D,23749,"a fruit seller had some apples . he sells 35 % and still has 6500 apples . originally , he had ?",none,700 apples
75742_C,21284,"a grocer has a sale of rs . 5420 , rs . 5660 , rs . 6200 , rs . 6350 and rs . 6500 for 5 consecutive months . find the sale he should have in the sixth month , so that he gets an average sale of rs . 6000 ?",rs . 5870,rs . 6020
14432_D,5767,a train running at the speed of 50 km / hr crosses a pole in 18 seconds . find the length of the train .,250,288
67775_A,19266,0.0004 ? = 0.01,0.04,4
115903_D,31437,"pipe a fills a swimming pool in 4 hours . pipe b empties the pool in 6 hours . if pipe a was opened at 7 : 00 am and pipe b at 8 : 00 am , at what time will the pool be full ?",17 : 00,20 : 00
110561_A,30089,the number of sailors on a ship is 82 % more than the number of officers . the ratio of sailors to officers would be,91 : 50,33 : 25
67281_E,19139,a trader bought a car at 5 % discount on its original price . he sold it at a 60 % increase on the price he bought it . what percent of profit did he make on the original price ?,52 %,22 %
4816_D,3332,what will be the fraction of 30 %,3 / 10,1 / 11
38420_A,11836,"in x game of billiards , x can give y 20 points in 60 and he can give z 50 points in 60 . how many points can y give z in x game of 100 ?",75,30
6279_A,3701,"after an ice began to melt out from the freezer , in the first hour lost 3 / 4 , in the second hour lost 3 / 4 of its remaining . if after two hours , the volume is 0.4 cubic inches , what is the original volume of the cubic ice , in cubic inches ?",6.4,2.5
87966_E,24374,a can do a work in 4 days . b can do the same work in 6 days . both a & b together will finish the work and they got $ 1000 from that work . find their shares ?,600,550
22365_B,7769,"a company has 15 managers and 75 associates . the 15 managers have an average salary of $ 180,000 . the 75 associates have an average salary of $ 30,000 . what is the average salary for the company ?",$ 55,$ 45
115742_C,31397,you have 59 cubic blocks . what is the minimum number that needs to be taken away in order to construct a solid cube with none left over ?,32,11
15238_C,5970,"on multiplying a number b by 153 , the result obtained was 102325 . however , it is found that both the 2 ' s are wrong . find the correct result .",109395,108385
94817_A,26108,"the average waight of a , b , c is 45 kg . the avg wgt of a & b be 40 kg & that of b , c be 43 kg . find the wgt of b .",31 kg,34 kg
71325_E,20167,"on june 1 a bicycle dealer noted that the number of bicycles in stock had decreased by 4 for each of the past 5 months . if the stock continues to decrease at the same rate for the rest of the year , how many fewer bicycles will be in stock on september 1 than were in stock on january 1 ?",32,36
52121_D,15300,two stations a and b are 110 km apart on a straight line . one train starts from a at 6 a . m . and travels towards b at 20 kmph . another train starts from b at 8 a . m . and travels towards a at a speed of 25 kmph . at what time will they meet ?,9,12
99365_A,27259,"the population of a bacteria colony doubles every day . if it was started 6 days ago with 2 bacteria and each bacteria lives for 12 days , how large is the colony today ?",128,512
20883_B,7396,a 160 meter long train crosses a man standing on the platform in 12 sec . what is the speed of the train ?,48 kmph,54 kmph
12502_E,5277,a certain quantity of 40 % solution is replaced with 25 % solution such that the new concentration is 35 % . what is the fraction of the solution that was replaced ?,1 / 3,3 / 4
99736_A,27353,"a man sells an article at a profit of 25 % . if he had bought it at 20 % less and sold it for rs . 16.80 less , he would have gained 30 % . find the cost of the article .",80,30
14118_B,5688,"the average of 9 observations was 7 , that of the 1 st of 5 being 10 and that of the last 5 being 8 . what was the 5 th observation ?",27,12
101998_E,27923,"given f ( x ) = 3 x – 5 , for what value of x does 2 * [ f ( x ) ] + 5 = f ( 3 x – 6 )",6,13
112721_C,30635,"an investment yields an interest payment of $ 225 each month . if the simple annual interest rate is 9 % , what is the amount of the investment ?",$ 30,$ 31
45733_D,13684,"a company has two types of machines , type r and type s . operating at a constant rate a machine of r does a certain job in 36 hours and a machine of type s does the job in 9 hours . if the company used the same number of each type of machine to do job in 12 hours , how many machine r were used ?",18 / 5,9
39831_B,12192,"let q represent a set of 7 distinct prime numbers . if the sum of the numbers in q is even and x is a member of q , then what is the least possible value that x can be ?",3,2
114450_A,31071,"a tank can be filled by pipe a in 5 hours and by pipe b in 8 hours , each pump working on its own . when the tank is full and a drainage hole is open , the water is drained in 20 hours . if initially the tank was empty and someone started the two pumps together but left the drainage hole open , how long does it take for the tank to be filled ?",3.6 hours,2.6 hours
40902_D,12463,"find compound interest on rs . 7500 at 4 % per annum for 2 years , compounded annually .",rs . 612,rs . 622
59879_B,17264,"an assembly line produces 30 cogs per hour until an initial order of 60 cogs is completed . the speed of the assembly line is then immediately increased so that it can produce 60 cogs per hour until another 60 cogs are produced . what is the overall average output , in cogs per hour , for the assembly line during this whole time ?",40,44
77354_A,21692,"on a certain road , 20 % of the motorists exceed the posted speed limit and receive speeding tickets , but 20 % of the motorists who exceed the posted speed limit do not receive speeding tickets . what percent of the motorists on that road exceed the posted speed limit ?",25 %,10.5 %
10337_C,4727,"the average weight of a group of boys is 20 kg . after a boy of weight 25 kg joins the group , the average weight of the group goes up by 1 kg . find the number of boys in the group originally ?",4.0,6.0
79114_B,22137,how much is 80 % of 40 is greater than 4 / 5 of 25 ?,12,77
5007_D,3380,"in town p , 60 percent of the population are employed , and 42 percent of the population are employed males . what percent of the employed people in town p are females ?",30 %,35 %
5424_C,3485,"in the first 10 overs of a cricket game , the run rate was only 3.2 . what should be the run rate in the remaining 40 0 vers to reach the target of 282 runs ?",6.25,6.75
108683_B,29614,"in a group of ducks and cows , the total number of legs are 28 more than twice the number of heads . find the total number of cows .",14,12
28900_C,9426,"there are 2 sections a and b in a class , consisting of 30 and 20 students respectively . if the average weight of section a is 40 kg and that of section b is 35 kg , find the average of the whole class ?",38 kg,42 kg
9100_E,4414,a train 360 m long is running at a speed of 45 km / hr . in what time will it pass a bridge 190 m long ?,44 sec,50 sec
34793_B,10917,at what price must an article costing rs . 57 be marked in order that after deducting 5 % from the list price . it may be sold at a profit of 25 % on the cost price ?,75,69.5
34020_A,10722,"in a flight of 600 km , an aircraft was slowed down due to bad weather . its average speed for the trip was reduced by 200 km / hr and the time of flight increased by 30 minutes . what is the duration of the flight ?",1 hour,3 hours
114196_A,31007,"a special municipal payroll tax charges not tax on a payroll less than $ 200000 and only 0.2 % on a company ’ s payroll above $ 200000 . if belfried industries paid $ 200 in this special municipal payroll tax , then they must have had a payroll of ?",$ 300,$ 180
110432_D,30056,the banker â € ™ s discount of a certain sum of money is rs . 80 and the true discount on the same sum for the same time is rs . 70 . the sum due is,560,450
41610_B,12642,"a fruit seller sells mangoes at the rate of rs . 5 per kg and thereby loses 20 % . at what price per kg , he should have sold them to make a profit of 5 %",rs 6.56,rs 9.56
18388_B,6766,"with a uniform speed a car covers the distance in 8 hours . had the speed been increased by 3 km / hr , the same distance could have been covered in 7 1 / 2 hours . what is the distance covered ?",360 km,480 km
98827_B,27122,how many positive integer solutions does the equation 2 x + 5 y = 100 have ?,10,33
115507_D,31338,the average of 25 results is 19 . the average of first 12 of those is 14 and the average of last 12 is 17 . what is the 13 th result ?,103,78
59060_B,17057,if 2 / z = 2 / ( z + 1 ) + 2 / ( z + 64 ) which of these integers could be the value of z ?,8,1
78268_B,21923,how many trailing zeros will be there after the rightmost non - zero digit in the value of 25 ! ( factorial 25 ) ?,6,8
48354_A,14348,the speed of a car increases by 2 kms after every one hour . if the distance travelling in the first one hour was 35 kms . what was the total distance travelled in 12 hours ?,552 kms,456 kms
86649_A,24043,"triangle xyz is an isosceles right triangle . if side xy is longer than side yz , and the area of the triangle is 9 , what is the measure of side xy ?",6,4
19350_A,7009,"if x ^ 2 + ( 1 / x ^ 2 ) = 7 , x ^ 4 + ( 1 / x ^ 4 ) = ?",47,10
39559_D,12123,"there are 6 chess amateurs playing in villa ' s chess club tournament . if each chess amateur plays with exactly 15 other amateurs , what is the total number of chess games possible to be played in the tournament ?",45,60
46666_D,13922,"if x + y = 14 , x - y = 60 , for integers of x and y , x = ?",37,20
110515_D,30077,"a cycle is bought for rs . 850 and sold for rs . 1080 , find the gain percent ?",27,88
66376_A,18911,"fonzie , aunt bee and lapis paid $ 7000 , $ 8000 and $ 9000 respectively to buy a map to capt . plaidstache ' s treasure . when they found it , the treasure turned out to be worth a cool $ 900000 . how much of it should lapis get ?",$ 337500,$ 300000
92339_B,25480,"a combustion reaction forms carbon dioxide . a carbon dioxide molecule contains one carbon and two oxygen atoms . if , over a period of 12 minutes , a combustion reaction creates 12,000 molecules of carbon dioxide then approximately how many more atoms of oxygen than carbon are created on average per minute ?",1,60
97429_D,26767,"when 100 is divided by positive integer x , the remainder is 4 . what is the remainder when 196 is divided by x ?",4,6
66089_D,18838,"the mass of 1 cubic meter of a substance is 300 kilograms under certain conditions . what is the volume , in cubic centimeters , of 1 gram of this substance under these conditions ? ( 1 kilogram = 1,000 grams and 1 cubic meter = 1 , 000,000 cubic centimeters )",1.33,12.5
91257_C,25206,"ganesh , ram and sohan together can do a work in 16 days . if ganesh and ram together can do a the same work in 24 days then , how long will take sohan to do the same work ?",48,68
109866_A,29914,the difference between a number and its two - fifth is 510 . what is 50 % of that number ?,425,426
37142_D,11513,car a runs at the speed of 50 km / hr & reaches its destination in 8 hr . car b runs at the speed of 25 km / h & reaches its destination in 4 h . what is the respective ratio of distances covered by car a & car b ?,4 : 1,15 : 7
25076_D,8457,how long does a train 110 m long running at the speed of 36 km / hr takes to cross a bridge 132 m length ?,24.2 sec,13.1 sec
66461_C,18932,"a broker invested her own money in the stock market . during the first year , she increased her stock market wealth by 50 percent . in the second year , largely as a result of a slump in the stock market , she suffered a 30 percent decrease in the value of her stock investments . what was the net increase or decrease on her overall stock investment wealth by the end of the second year ?",5 %,15 %
65525_B,18694,dividing by 3 ⁄ 7 and then multiplying by 5 ⁄ 6 is the same as dividing by what number ?,35 ⁄ 18,16 ⁄ 5
62318_E,17882,a cyclist rides a bicycle 9 km at an average speed of 12 km / hr and again travels 12 km at an average speed of 9 km / hr . what is the average speed for the entire trip ?,10.1,11.2
48990_A,14509,"in the first m games of a team ' s season , the ratio of the team ' s wins to its losses was 3 : 1 . in the subsequent n games , the ratio of the team ´ s wins to losses was 1 : 4 . if m : n = 4 : 5 , what was the ratio of the team ' s wins to its losses for all m + n games ?",4 : 5,1 : 2
100492_E,27543,"two train each 500 m long , are running in opposite directions on parallel tracks . if their speeds are 45 km / hr and 30 km / hr respectively , the time taken by the slower train to pass the driver of the faster one is ?",24 s,21 s
113984_D,30953,"a boat takes 90 minutes less to travel 36 miles downstream than to travel the same distance upstream . if the speed of the boat in still water is 10 mph , the speed of the stream is",2 mph,4 mph
14877_D,5879,find the numbers which are in the ratio 3 : 2 : 2 such that the sum of the first and the second added to the difference of the third and the second is 20 ?,12,9
42302_A,12816,"what is the perimeter , in meters , of a rectangular garden 12 meters wide that has the same area as a rectangular playground 16 meters long and 12 meters wide ?",56,48
22496_A,7802,"for any integer k greater than 1 , the symbol k * denotes the product of all integers between 1 and k , inclusive . if k * is a multiple of 2835 what is the least possible value of k ?",9,5
83161_C,23159,"a and b are two partially filled buckets of water . if 2 liters are transferred from a to b , then a would contain one - third of the amount of water in b . alternatively , if 2 liters are transferred from b to a , b would contain one - half of the amount of water in a . bucket a contains how many liters of water ?",22 / 5,17
104073_D,28447,a batsman makes a score of 87 runs in the 17 th inning and thus increases his avg by 3 . find his average after 17 th inning .,39,52
52839_D,15482,"in arun ' s opinion , his weight is greater than 65 kg but leas than 72 kg . his brother does not agree with arun and he thinks that arun ' s weight is greater than 60 kg but less than 70 kg . his mother ' s view is that his weight can not be greater than 68 kg . if all of them are correct in their estimation , what is the average of diferent probable weights of arun ?",66.5 kg,56.5 kg
48560_C,14400,two coins are tossed . find the probability of at most 2 tails ?,1,1 / 3
98331_D,26996,"a car traveled 462 miles per tankful of gasoline on the highway and 336 miles per tankful of gasoline in the city . if the car traveled 15 fewer miles per gallon in the city than on the highway , how many miles per gallon did the car travel in the city ?",40,22
116617_C,31618,"a train 200 m long passes a man , running at 5 km / hr in the same direction in which the train is going , in 20 seconds . the speed of the train is ?",23,88
51058_B,15032,"john bought a shirt on sale for 25 % off the original price and another 25 % off the discounted price . if the final price was $ 18 , what was the price before the first discount ?",$ 32,$ 34.31
12747_B,5339,"what will be the cost of building a fence around a square plot with area equal to 36 sq ft , if the price per foot of building the fence is rs . 58 ?",1392,2882
49479_E,14631,"if the ratio of apples to bananas is 5 to 2 and the ratio of bananas to cucumbers is 1 to 4 , what is the ratio of apples to cucumbers ?",5 : 8,4 : 7
114836_C,31168,"the speed at which a man can row a boat in still water is 15 kmph . if he rows downstream , where the speed of current is 3 kmph , what time will he take to cover 80 metres ?",16 seconds,26 seconds
9197_C,4439,what sum of money will produce rs . 70 as simple interest in 4 years at 3 1 / 2 percent ?,500,188
104761_D,28621,"two workers a and b are engaged to do a work . a working alone takes 8 hours more to complete the job than if both worked together . if b worked alone , he would need 4 1 / 2 hours more to complete the job than they both working together . what time would they take to do the work together ?",6 hours,7 hours
36113_A,11251,"at a certain fruit stand , the price of each apple is 40 cents and the price of each orange is 60 cents . mary selects a total of 10 apples and oranges from the fruit stand , and the average ( arithmetic mean ) price of the 10 pieces of fruit is 48 cents . how many oranges must mary put back so that the average price of the pieces of fruit that she keeps is 45 cents ?",2,1
98892_E,27138,"a can finish a work in 6 days and b can do the same work in 15 days . b worked for 10 days and left the job . in how many days , a alone can finish the remaining work ?",2,8
99712_E,27346,"the length of a rectangular plot is thrice its width . if the area of the rectangular plot is 507 sq meters , then what is the width ( in meters ) of the rectangular plot ?",13,15
13820_D,5612,"the smallest number which when diminished by 4 , is divisible by 12 , 16 , 18 , 21 and 28 is",1012,1032
